orderID,CustomerID,Region,ProductID,OrderDate,CustomerJoinDate,Quantity,Revenue,Cleaned_Revenue,Profit,COGS,ProductName,ProductCategory,Price,Base_Cost
53a9ac5e-e0df-491b-af5a-171c8e3ea288,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1016,2023-01-11,2023-08-03,1,43.2000007629395,43.2000007629395,14.9200000762939,28.2800006866455,Branded Ceramic Mug (Large),Merchandise,43.2000007629395,28.2800006866455
129d9c61-160a-4253-9e87-4a1626963ef1,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1010,2023-12-08,2023-08-03,2,210.460006713867,210.460006713867,74.5600128173828,135.899993896484,Pour-Over Starter Kit,Grinders & Brewers,105.230003356934,67.9499969482422
0fe79c57-f7e4-40a2-9970-44fb7cbf8188,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1040,2023-11-06,2023-08-03,2,48.2599983215332,48.2599983215332,31.3599987030029,16.8999996185303,Refillable Coffee Pods,Accessories,24.1299991607666,8.44999980926514
16d96526-e2e7-4484-9b1d-f9a80431bce8,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1015,2023-02-02,2023-08-03,4,96.5199966430664,96.5199966430664,62.7199974060059,33.7999992370605,Refillable Coffee Pods,Accessories,24.1299991607666,8.44999980926514
52dfee96-beed-4ac6-935a-81aaa1ccb578,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1020,2023-06-06,2023-08-03,1,27.3700008392334,27.3700008392334,5.47000122070313,21.8999996185303,Minimalist Keychain,Merchandise,27.3700008392334,21.8999996185303
9e585bf1-84a2-4114-9dc3-257c16135722,345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,1024,2023-02-03,2023-08-03,4,299.480010986328,299.480010986328,229.68000793457,69.8000030517578,Espresso Lovers Quarterly Pack,Subscriptions,74.870002746582,17.4500007629395
903bba2c-9675-47cf-bf2a-7442a8b98f3d,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1034,2023-12-09,2023-03-13,3,1015.08001708984,1015.08001708984,610.980010986328,404.100006103516,High-Capacity French Press,Grinders & Brewers,338.359985351563,134.699996948242
7f56a618-6729-4867-ad4e-52332273cb58,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1047,2023-03-15,2023-03-13,2,177.539993286133,177.539993286133,134.159992218018,43.3800010681152,Bi-Weekly Sampler Box,Subscriptions,88.7699966430664,21.6900005340576
82f0b916-1aef-4819-99ec-c00de6a99356,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1041,2023-06-09,2023-03-13,1,43.2000007629395,43.2000007629395,14.9200000762939,28.2800006866455,Branded Ceramic Mug (Large),Merchandise,43.2000007629395,28.2800006866455
d32e5b73-a061-498d-83a6-66635868d2c1,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1013,2023-07-14,2023-03-13,4,244.160003662109,244.160003662109,150.680000305176,93.4800033569336,Airtight Storage Container,Accessories,61.0400009155273,23.3700008392334
3c148cfe-832a-47a5-bf4a-3bcf4b420687,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1033,2023-12-07,2023-03-13,4,943.039978027344,943.039978027344,461.279968261719,481.760009765625,Automated Drip Brewer,Grinders & Brewers,235.759994506836,120.440002441406
1d6e16cb-2dcc-4cfd-9ad3-708e2d1e22b3,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1049,2023-04-24,2023-03-13,1,74.870002746582,74.870002746582,57.4200019836426,17.4500007629395,Espresso Lovers Quarterly Pack,Subscriptions,74.870002746582,17.4500007629395
a8260b69-02f6-496c-88c1-08194ab4f5be,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1024,2023-11-24,2023-03-13,1,74.870002746582,74.870002746582,57.4200019836426,17.4500007629395,Espresso Lovers Quarterly Pack,Subscriptions,74.870002746582,17.4500007629395
d86bb705-367e-4ca4-b11a-6a4d55abe6f5,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1030,2023-12-14,2023-03-13,4,76.2399978637695,76.2399978637695,32.7199974060059,43.5200004577637,Espresso Bean Sampler Pack,Consumables,19.0599994659424,10.8800001144409
e831bcb1-7976-4e70-9271-b7b9dfb6ffac,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1018,2023-03-23,2023-03-13,1,43.2799987792969,43.2799987792969,24.3499984741211,18.9300003051758,Insulated Travel Tumbler,Merchandise,43.2799987792969,18.9300003051758
2ff076c6-494f-498d-99fc-37a389a591d0,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1023,2023-03-13,2023-03-13,3,195.630004882813,195.630004882813,120.330001831055,75.3000030517578,Three-Month Gift Subscription,Subscriptions,65.2099990844727,25.1000003814697
0dea6787-83ec-44cf-b1b2-94e5b3a39f04,c672d9cb-b74b-48ea-bff3-908ff9790632,West,1026,2023-09-01,2023-03-13,3,58.4700012207031,58.4700012207031,23.8199996948242,34.6500015258789,Single-Origin Ethiopian (250g),Consumables,19.4899997711182,11.5500001907349
34db3444-366a-48e6-ab95-78b273f8c3f2,19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,1042,2023-05-13,2023-09-08,2,30.4599990844727,30.4599990844727,6.09999847412109,24.3600006103516,Logo Hoodie (Black),Merchandise,15.2299995422363,12.1800003051758
0734fa51-10e5-4991-8618-e810bbc8cce9,19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,1031,2023-10-26,2023-09-08,4,928.799987792969,928.799987792969,643.759979248047,285.040008544922,Precision Electric Grinder,Grinders & Brewers,232.199996948242,71.2600021362305
ee187ee7-48bb-4a9b-857b-30442375146a,19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,1043,2023-06-26,2023-09-08,3,129.839996337891,129.839996337891,73.0499954223633,56.7900009155273,Insulated Travel Tumbler,Merchandise,43.2799987792969,18.9300003051758
3dc16a4a-db82-40ce-ae7e-1e5c6685a669,19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,1006,2023-11-28,2023-09-08,2,464.399993896484,464.399993896484,321.879989624023,142.520004272461,Precision Electric Grinder,Grinders & Brewers,232.199996948242,71.2600021362305
d7f556e2-3505-40eb-ae75-6c59d87587e0,19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,1015,2023-10-30,2023-09-08,2,48.2599983215332,48.2599983215332,31.3599987030029,16.8999996185303,Refillable Coffee Pods,Accessories,24.1299991607666,8.44999980926514
2ac306ca-e96c-4f81-a923-7f0d7216278d,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1016,2023-11-27,2023-04-17,4,172.800003051758,172.800003051758,59.6800003051758,113.120002746582,Branded Ceramic Mug (Large),Merchandise,43.2000007629395,28.2800006866455
70094d56-57a4-4142-95b7-9179029b02ff,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1040,2023-05-22,2023-04-17,1,24.1299991607666,24.1299991607666,15.6799993515015,8.44999980926514,Refillable Coffee Pods,Accessories,24.1299991607666,8.44999980926514
f9d41b44-bc06-4aac-ac11-6d812e57bd38,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1047,2023-07-24,2023-04-17,2,177.539993286133,177.539993286133,134.159992218018,43.3800010681152,Bi-Weekly Sampler Box,Subscriptions,88.7699966430664,21.6900005340576
ad633070-148f-4f94-9bf4-43712412d793,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1043,2023-01-06,2023-04-17,2,86.5599975585938,86.5599975585938,48.6999969482422,37.8600006103516,Insulated Travel Tumbler,Merchandise,43.2799987792969,18.9300003051758
050703ad-643e-4702-9cf3-3e30ecc1af61,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1023,2023-11-30,2023-04-17,3,195.630004882813,195.630004882813,120.330001831055,75.3000030517578,Three-Month Gift Subscription,Subscriptions,65.2099990844727,25.1000003814697
05ea9117-1e78-4687-906c-767658984d2c,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,1033,2023-05-28,2023-04-17,3,707.280029296875,707.280029296875,345.960021972656,361.320007324219,Automated Drip Brewer,Grinders & Brewers,235.759994506836,120.440002441406
db57d0a8-fd37-4a2b-904b-377ed2283ed6,2de84462-b349-47ab-8700-7ac254586db9,West,1050,2023-11-27,2023-01-23,4,293.640014648438,293.640014648438,194.400016784668,99.2399978637695,Subscription Renewal Service,Subscriptions,73.4100036621094,24.8099994659424
ae0e4390-6908-4ade-8bca-ec12127619d7,2de84462-b349-47ab-8700-7ac254586db9,West,1018,2023-12-15,2023-01-23,2,86.5599975585938,86.5599975585938,48.6999969482422,37.8600006103516,Insulated Travel Tumbler,Merchandise,43.2799987792969,18.9300003051758
69bba0c5-1be7-4605-a0cd-55539087fdff,2de84462-b349-47ab-8700-7ac254586db9,West,1004,2023-06-06,2023-01-23,4,93.9599990844727,93.9599990844727,57.2799987792969,36.6800003051758,Cold Brew Concentrate,Consumables,23.4899997711182,9.17000007629395
d6dbaa47-55fe-409f-a4b0-f681b86fef3a,2de84462-b349-47ab-8700-7ac254586db9,West,1044,2023-12-04,2023-01-23,2,42.7400016784668,42.7400016784668,27.7200012207031,15.0200004577637,Daily Grind T-Shirt,Merchandise,21.3700008392334,7.51000022888184
